Index,Facility_Name,Source_Facility_Type,ODCAF_Facility_Type,Provider,Unit,Street_No,Street_Name,Postal_Code,City,Prov_Terr,Source_Format_Address,CSD_Name,CSDUID,PRUID,Latitude,Longitude
6047,Mccallum & Lahaie Building,"heritage buildings, monuments and houses",heritage or historic site,gatineau,..,444,de-buckingham avenue,..,gatineau,qc,"444, avenue de buckingham",Gatineau,2481017,24,45.587898,-75.416779
6048,Mcclure Gallery | Visual Arts Centre,art gallery,gallery,province of québec,..,350,victoria av,H3Z 2N4,westmount,qc,"350, av. victoria",Westmount,2466032,24,45.478255,-73.60217
6049,Mcconachie,..,library or archives,edmonton,..,16607,50 street,T5Y 0C8,edmonton,ab,16607 - 50 street,Edmonton,4811061,48,53.62794,-113.411279
6050,Mccord And District Museum,community/regional museum,museum,canadian museums association,..,..,main street,S0H 2T0,mccord,sk,main street mccord saskatchewan s0h 2t0 canada,Mankota No. 45,4703018,47,49.4282311,-106.8317639
6051,Mccord Corner Library,..,library or archives,saskatchewan,..,..,..,S0H 2T0,mccord,sk,..,..,..,47,..,..
6054,Mccormick Branch Library,..,library or archives,regional municipality of waterloo,..,500,parkside drive,..,waterloo,on,500 parkside drive,Waterloo,3530016,35,43.4890942,-80.54465946
6055,Mccrae House,historic site-building or park interpretation centre,heritage or historic site,canadian museums association,..,108,water street,N1G 1A6,guelph,on,108 water street guelph ontario n1g 1a6 canada,Guelph,3523008,35,43.536165,-80.24448875
6056,Mcculloch House Museum,..,museum,province of nova scotia,..,100,haliburton rd,B0K 1H0,pictou,ns,100 haliburton rd,Pictou,1212004,12,45.67646232,-62.72245796
6058,Mcdougall Mill Museum,community/regional museum historical society other,museum,canadian museums association,..,65,arthur avenue,K7V 3S1,renfrew,on,65 arthur avenue renfrew ontario k7v 3s1 canada,Renfrew,3547048,35,45.47751702,-76.69376264
6059,"Mcdougall, Municipality Of",..,library or archives,government of ontario,..,5,barager blvd,P2A 2W9,parry sound,on,5 barager blvd. rr #3,Parry Sound,3549032,35,..,..
6060,Mcfarland House,historic site-building or park interpretation centre,heritage or historic site,canadian museums association,..,15927,niagara parkway,L0S 1J0,niagara on the-lake,on,15927 niagara river parkway niagara-on-the-lake ontario l0s 1j0 canada,Niagara-on-the-Lake,3526047,35,43.23158208,-79.06105271
6062,Mcgarry Twp,..,library or archives,government of ontario,250,1,27th st,P0K 1X0,virginiatown,on,1 27th st 250,..,..,..,..,..
6063,Mcgill,burnaby public library,library or archives,government of british columbia,..,4595,albert st,V5C 2G6,lake country,bc,4595 albert st,Burnaby,5915025,59,49.218365,-122.953688
6064,Mcgill Library,..,library or archives,city of burnaby,..,..,..,..,burnaby,bc,..,Burnaby,5915025,59,49.28269051,-123.0006236
6065,Mcgill University Archives,library and/or archives,library or archives,canadian museums association,..,3459,mctavish,H3A 0C9,montréal,qc,3459 mctavish 4th floor montréal québec h3a 0c9 canada,Montréal,2466023,24,..,..
6067,Mcgregor Park,..,library or archives,city of toronto,..,2219,lawrence ave east,M1P 2P5,toronto,on,"2219 lawrence ave. east, toronto, on, m1p 2p5",Toronto,3520005,35,43.74770741,-79.28071852
6068,Mcintosh Gallery,art gallery exhibition or cultural centre,gallery,canadian museums association,..,..,..,N6A 3K7,london,on,western university london ontario n6a 3k7 canada,London,3539036,35,43.0054234,-81.27480105
6069,Mckay Art Centre,art gallery,gallery,markham,..,197,main st,..,unionville,on,197 main st unionville,Markham,3519036,35,43.8681268,-79.31198482
6070,Mckay Memorial Library,branch,library or archives,government of nova scotia,..,17,glasgow street,B0T 1W0,shelburne,ns,17 glasgow street,Shelburne,1201008,12,43.771427,-65.328531
6071,Mckellar Twp,..,library or archives,government of ontario,..,701,124 highway,P0G 1C0,mckellar,on,701 highway 124,Magnetawan,3549043,35,45.68551663,-79.66679944
6072,Mclean Community Delivery Site,..,library or archives,saskatchewan,..,..,..,S0G 3E0,mclean,sk,..,McLean,4706037,47,..,..
6073,Mclean Mill National Historic Site,community/regional museum historic site-building or park,museum,canadian museums association,..,5633,smith rd,V9Y 7L5,port alberni,bc,5633 smith rd. port alberni british columbia v9y 7l5 canada,Port Alberni,5923008,59,..,..
6074,Mcleese Lake,cariboo regional district library system,library or archives,government of british columbia,..,6749,97 highway n,V0L 1P0,new-westminster,bc,6749 highway 97 n,Cariboo D,5941010,59,52.409823,-122.286079
6075,Mclennan Municipal Library,..,library or archives,government of alberta,..,..,..,T0H 2L0,mayerthorpe,ab,box 298,Mayerthorpe,4813002,48,..,..
6077,Mcmaster Museum of Art,..,museum,hamilton,..,1280,main st w,..,hamilton,on,"alvin a. lee building, university avenue, mcmaster university 1280 main st. w",Hamilton,3525005,35,43.26263647,-79.91812559
6078,Mcmaster University Library -William Ready Division of Archives And Research Collections,library and/or archives,library or archives,canadian museums association,..,..,..,L8S 4L6,hamilton,on,mills memorial library lower level room lb 101 hamilton ontario l8s 4l6 canada,Hamilton,3514019,35,..,..
6079,Mcmichael Canadian Art Collection,art gallery,gallery,canadian museums association,..,10365,islington ave,L0J 1C0,kleinburg,on,10365 islington ave kleinburg ontario l0j 1c0 canada,Vaughan,3519028,35,43.8434509,-79.6166335
6080,Mcmullen Art Gallery,..,gallery,edmonton,..,8440,112 street nw,..,edmonton,ab,8440 112 street nw,Edmonton,4811061,48,53.52037461,-113.5209768
6086,"Mcmurrich-Monteith, the Corporation of the Township Of",..,library or archives,government of ontario,..,31,william st,P0A 1Y0,sprucedale,on,31 william st,Cornwall,3501012,35,45.0167182,-74.7143617
6087,Mcnab-Braeside Twp,..,library or archives,government of ontario,..,2508,russett drive,K7S 3G8,arnprior,on,2508 russett drive r.r. 2,Arnprior,3547002,35,..,..
6088,Mcpherson Municipal Library,..,library or archives,government of alberta,..,5113,50 street,T0B 4A0,ryley,ab,5113 - 50 street,Ryley,4810019,48,..,..
6089,Mcpherson Playhouse,performance space - indoor venue,theatre/performance and concert hall,victoria,..,..,..,..,victoria,bc,..,Victoria,5917034,59,48.42858066,-123.3666833
6091,Mcsweeney Building,built heritage properties,heritage or historic site,moncton,..,700,main st,..,moncton,nb,700 main st,Moncton,1307022,13,46.08868154,-64.7757714
6092,Meadow Lake Branch Library,..,library or archives,saskatchewan,..,320,centre st,S9X 1V8,meadow lake,sk,320 centre st,Meadow Lake,4717052,47,..,..
6093,Meadow Lake Museum,community/regional museum,museum,canadian museums association,..,..,..,S9X 1Y7,meadow lake,sk,9th ave west & hwy 4 south meadow lake saskatchewan s9x 1y7 canada,Meadow Lake,4717052,47,..,..
6094,Meadows,..,library or archives,edmonton,..,2702,17 street,T6T 0X1,edmonton,ab,2702 - 17 street,Edmonton,4811061,48,53.457502,-113.370389
6096,Meadowvale Community Theatre,live theatres and other performing arts presenters with facilities,theatre/performance and concert hall,mississauga,..,6315,montevideo rd,L5N 4G7,mississauga,on,6315 montevideo rd,Mississauga,3521005,35,43.58656658,-79.74649782
6097,Meadowvale Library,social services,library or archives,peel region,..,6655,glen dr,L5N 2R5,mississauga,on,6655 glen erin dr,Mississauga,3521005,35,43.58529154,-79.75623021
6103,Meadowvale Theatre Lobby Gallery,art galleries,gallery,mississauga,..,6315,montevideo,..,mississauga,on,..,Mississauga,3521005,35,43.58641981,-79.74623238
6104,Meaford,..,library or archives,government of ontario,..,..,..,N4L 1V4,meaford,on,..,Meaford,3542047,35,44.6069298,-80.5916531
6105,Meaford Hall,theatre,theatre/performance and concert hall,grey county,..,12,nelson street e,N4L 1N6,meaford,on,..,Meaford,3542047,35,44.60834283,-80.59166971
6106,Meaford Museum,museum,museum,grey county,..,111,bayfield street,N4L 1N4,meaford,on,..,Meaford,3542047,35,44.60978739,-80.58976885
6108,Meanskinisht Museum,community/regional museum,museum,canadian museums association,..,149,cedarvale rd,V0J 1G0,cedarvale,bc,149 cedarvale ferry rd. cedarvale british columbia v0j 1g0 canada,Kitimat-Stikine B,5949028,59,55.0194904,-128.3186839
6109,Medalta In the Historic Clay District,art gallery industry/trade museum,museum,canadian museums association,..,713,medalta ave se,T1A 3K9,medicine hat,ab,713 medalta ave se medicine hat alberta t1a 3k9 canada,Medicine Hat,4801006,48,50.0315709,-110.6498835
6110,Mediatheque Nelly-Arcan,municipale,library or archives,bibliotheque et archives nationales du québec,..,3700,rue lemieux,G6B 1S7,saint-philippe,qc,3700 rue lemieux,Lac-Mégantic,2430030,24,45.5828586,-70.8909125
6111,Medicine Hat Interpretive Program,interpretation centre,art or cultural centre,canadian museums association,..,1001,police drive north,T1C 1S5,medicine hat,ab,1001 police point drive north east nature centre medicine hat alberta t1c 1s5 canada,Medicine Hat,4801006,48,..,..
6112,Medicine Hat Public Library,..,library or archives,government of alberta,..,414,first street se,T1A 0A8,medicine hat,ab,414 first street se,Medicine Hat,4801006,48,..,..
6113,Medstead Branch Library,..,library or archives,saskatchewan,..,209,second ave,S0M 1W0,medstead,sk,209 second ave,..,..,..,..,..
6114,Meewasin Valley Centre,historic site-building or park interpretation centre,heritage or historic site,canadian museums association,..,402,third avenue s,S7K 3G5,saskatoon,sk,meewasin valley authority 402 third avenue s saskatoon saskatchewan s7k 3g5 canada,Saskatoon,4711066,47,..,..
6115,Melancthon Twp,..,library or archives,government of ontario,..,157101,no highway on,L9V 2E6,melancthon,on,157101 highway no 10,Melancthon,3522019,35,..,..
6116,Melbourne Library,libraries,library or archives,middlesex county,..,6570,longwoods road,..,middlesex,on,6570 longwoods road,Southwest Middlesex,3539005,35,42.8166007,-81.55272304
6117,Melfort & District Museum,community/regional museum interpretation centre living history museum/site,museum,canadian museums association,..,401,melfort street west,S0E 1A0,melfort,sk,401 melfort street west melfort saskatchewan s0e 1a0 canada,Melfort,4714051,47,52.8563522,-104.6137083
6118,Melfort Public Library,..,library or archives,saskatchewan,..,106,crawford ave w,S0E 1A0,melfort,sk,106 crawford ave w,Melfort,4714051,47,52.8645033,-104.6184352
6119,Melsness Mercantile Building,community/regional museum historic site-building or park,museum,canadian museums association,..,..,..,T0H 3M0,valhalla centre,ab,intersection of highway 59 and secondary road #723 valhalla centre alberta t0h 3m0 canada,..,..,48,..,..
6120,Melville Branch Library,..,library or archives,saskatchewan,..,444,main st,S0A 2P0,melville,sk,444 main st,Melville,4705074,47,..,..
6121,Melville Heritage Museum Inc.,community/regional museum exhibition or cultural centre,museum,canadian museums association,..,..,..,S0A 2P0,melville,sk,heritage drive melville saskatchewan s0a 2p0 canada,Melville,4705074,47,50.9377763,-102.8204529
6122,Melville Public Library,..,library or archives,government of newfoundland and labrador,..,..,..,..,..,nl,..,Happy Valley-Goose Bay,1010025,10,53.29691242,-60.31332895
6123,Melville Railway Museum,community/regional museum transportation museum,museum,canadian museums association,..,..,..,S0A 2P0,melville,sk,melville regional park melville saskatchewan s0a 2p0 canada,Melville,4705074,47,..,..
6124,Memorial Centre,theatre,theatre/performance and concert hall,red deer,..,4230,58 st,..,red deer,ab,4230 58 st,Red Deer,4808011,48,52.27764307,-113.7962681
6125,Memorial Park Library,..,library or archives,calgary,..,1221,2 st sw,T2R 0W5,calgary,ab,"1221 2 st sw (51.0412674, -114.0683823)",Calgary,4806016,48,51.0412674,-114.0683823
6126,Memorial University Libraries,library and/or archives,library or archives,canadian museums association,..,..,..,A1B 3Y1,st john's,nl,elizabeth avenue st-john's newfoundland & labrador a1b 3y1 canada,St. John's,1001519,10,47.5785899,-52.7195488
6127,Memorial University of Newfoundland Botanical Garden,exhibition or cultural centre other,art or cultural centre,canadian museums association,..,306,mount road,A1C 5S7,st-john's,nl,306 mount scio road st. john's newfoundland & labrador a1c 5s7 canada,St. John's,1001519,10,47.5809068,-52.7399777
6128,Memorial University of Newfoundland Folklore And Language Archive,library and/or archives human history-archaelogy-anthropology or ethnology,library or archives,canadian museums association,..,4038,memorial st,A1B 3X8,st john's,nl,g.a. hickman building -room e4038 memorial university of newfoundland st. john's newfoundland & labrador a1b 3x8 canada,St. John's,1001519,10,..,..
6129,Memory Lane Heritage Village,community/regional museum interpretation centre,museum,canadian museums association,..,5435,clam harbour rd,B0J 1Y0,lake charlotte,ns,5435 clam harbour rd lake charlotte nova scotia b0j 1y0 canada,Halifax,1209034,12,44.76618,-62.94958006
6130,Memramcook Public Library,..,library or archives,government of new brunswick,1,540,centrale st,E4K 3S6,memramcook,nb,"540 centrale st., unit 1 memramcook, n.b. e4k 3s6",Memramcook,1307013,13,..,..
6131,Mendham Corner Library,..,library or archives,saskatchewan,..,..,..,S0N 1P0,mendham,sk,..,Mendham,4708059,47,..,..
6132,Mennonite Archives of Ontario,library and/or archives,library or archives,canadian museums association,..,140,westmount road north,N2L 3G6,waterloo,on,140 westmount road north waterloo ontario n2l 3g6 canada,Waterloo,3530016,35,43.46647185,-80.54514224
6133,Mennonite Heritage Centre,art gallery library and/or archives exhibition or cultural centre,library or archives,canadian museums association,..,600,boulevard shaftesbury,R3P 0M4,winnipeg,mb,600 shaftesbury boulevard winnipeg manitoba r3p 0m4 canada,Winnipeg,4611040,46,49.85716585,-97.23183907
6134,Mennonite Heritage Museum,exhibition or cultural centre,museum,canadian museums association,..,1818,clearbrook road,V2T 5X4,abbotsford,bc,1818 clearbrook road abbotsford british columbia v2t 5x4 canada,Abbotsford,5909052,59,49.03489975,-122.336066
6135,Mennonite Heritage Village (Canada) Inc,community/regional museum historic site-building or park,museum,canadian museums association,..,231,12 hwy n,R5G 1T8,steinbach,mb,231 hwy 12 n steinbach manitoba r5g 1t8 canada,Steinbach,4602044,46,49.55167405,-96.68691413
6136,Mentoring Artists For Women's Art Inc.,art gallery exhibition or cultural centre,gallery,canadian museums association,..,611,main street,R3B 1E1,winnipeg,mb,611 main street winnipeg manitoba r3b 1e1 canada,..,..,..,..,..
6137,Meota Branch Library,..,library or archives,saskatchewan,..,..,..,S0M 1X0,meota,sk,..,Meota,4717006,47,..,..
6138,Mercer Union A Centre For Contemporary Art,art gallery exhibition or cultural centre,gallery,canadian museums association,..,1286,bloor street west,M6H 1N9,toronto,on,1286 bloor street west toronto ontario m6h 1n9 canada,Toronto,3520005,35,43.6586618,-79.4419126
6139,Mercredi Show,music festivals and events,festival site,moncton,..,333,acadie ave,E1A 0G3,dieppe,nb,"333, acadie ave",Dieppe,1307045,13,46.0949093,-64.7471449
6140,Merrickville-Wolford,..,library or archives,government of ontario,..,446,main st w,K0G 1N0,merrickville,on,446 main st. w p.o. box 460,Grimsby,3526065,35,43.1998169,-79.6080474
6141,Merritt Branch,thompson-nicola regional district library system,library or archives,government of british columbia,..,1691,garcia street,V1K 1B8,port clements,bc,1691 garcia street,Merritt,5933006,59,50.108473,-120.788262
6142,Merry House. Magog's Citizen Site of Memory,..,miscellaneous,province of québec,..,708,rue principale ouest,J1X 2B3,magog,qc,"708, rue principale ouest",Magog,2445072,24,45.266932,-72.156237
6143,Messtival,music festivals and events,festival site,moncton,..,333,windmill rd,E4Z 6K1,anagance,nb,333 windmill rd,Cardwell,1305026,13,45.87830535,-65.26898059
6144,Metcalfe Village,..,library or archives,city of ottawa,..,2782,8th line,K0A 2P0,ottawa,on,2782 8th line,Ottawa,3506008,35,45.229698,-75.469704
6145,Metchosin Museum Society,community/regional museum historic site-building or park historical society,museum,canadian museums association,..,4475,happy road,V9C 3Z3,victoria,bc,4475 happy valley road victoria british columbia v9c 3z3 canada,Metchosin,5917042,59,48.38058035,-123.5334425
6146,Metro Kalyn Community Library,..,library or archives,government of alberta,250,5017,49 street,T0B 0S0,mclennan,ab,"bag 250, 5017 - 49 street",McLennan,4819042,48,..,..
6147,Metro Theatre,theatre/performance,theatre/performance and concert hall,vancouver,..,1370,marine dr,V6P 5Z9,vancouver,bc,1370 sw marine dr vancouver bc v6p 5z9,Vancouver,5915022,59,49.20363,-123.1375815
6148,Metro Toronto Convention Centre (John W.H. Bassett Theatre),..,theatre/performance and concert hall,toronto,..,255,front st w,M5V 2W6,toronto,on,255 front st w,Toronto,3520005,35,43.64405824,-79.38672399
6149,Mewinzha: First Nations Gallery,..,gallery,niagara region,..,100,queen st,..,fort erie,on,100 queen st,Fort Erie,3526003,35,42.90879287,-78.91669223
6150,Mgr. Paquet Public Library,..,library or archives,government of new brunswick,a,10,du colisée st,E1W 1A5,caraquet,nb,"10a du colisée st. caraquet, n.b. e1w 1a5",Caraquet,1315026,13,..,..
6151,Mgr. Plourde Public Library,..,library or archives,government of new brunswick,..,..,..,E7A 1A4,saint francois,nb,"bellevue st. saint-francois, n.b. e7a 1a4",..,..,13,..,..
6152,Mgr. Robichaud Public Library,..,library or archives,government of new brunswick,3,855,principale st,E8K 1T3,beresford,nb,"855 principale st., local 3 beresford, n.b. e8k 1t3",Beresford,1315015,13,..,..
6153,Mgr. W.J. Conway Public Library,..,library or archives,government of new brunswick,..,33,irène st ne,E3V 1B7,edmundston,nb,"33 irène st. edmundston, n.b. e3v 1b7",Edmundston,1313027,13,..,..
6155,Mi'Kmaq Association For Cultural Studies,exhibition or cultural centre historical society keeping house or native culture centre,art or cultural centre,canadian museums association,..,47,maillard street,B1S 2P5,membertou,ns,47 maillard street membertou nova scotia b1s 2p5 canada,Membertou 28B,1217008,12,46.119957,-60.19252
6156,Miami Museum,community/regional museum,museum,canadian museums association,..,..,..,R0G 1H0,miami,mb,3rd street and kerby miami manitoba r0g 1h0 canada,..,..,46,..,..
6157,Miami Railway Station Museum,community/regional museum historic site-building or park transportation museum,museum,canadian museums association,..,23,miami highway,R0G 1H0,miami,mb,highway-23 miami manitoba r0g 1h0 canada,Thompson,4603058,46,49.3695153,-98.2279019
6158,Michael Donovan Public Library,..,library or archives,government of newfoundland and labrador,..,..,..,..,..,nl,..,St. John's,1001519,10,47.52428213,-52.76981757
6159,Michael Gennis Gallery,commercial galleries,gallery,ottawa,..,416,richmond road,K2A 0G2,ottawa,on,416 richmond road,Ottawa,3506008,35,45.3525297,-75.7993141
6160,Michel-Natal-Sparwood Heritage Society,historical society,heritage or historic site,canadian museums association,..,120,spruce ave,V0B 2G0,sparwood,bc,120 spruce ave. sparwood british columbia v0b 2g0 canada,Sparwood,5901006,59,49.7335335,-114.8863727
6161,Michener House Museum,community/regional museum historic site-building or park,museum,canadian museums association,..,5036,51 street,T4L 1W2,lacombe,ab,5036 -51 street lacombe alberta t4l 1w2 canada,Lacombe,4808031,48,52.46437393,-113.732276
6162,Michif Historical And Cultural Preservation Society,community/regional museum historical society human history-archaelogy-anthropology or ethnology,museum,canadian museums association,..,337,bernard road,V0E 3A0,vavenby,bc,337 bernard road vavenby british columbia v0e 3a0 canada,Thompson-Nicola A (Wells Gray Country),5933068,59,51.5831272,-119.7185391
6163,Michipicoten Fn,..,library or archives,government of ontario,..,107,hiawatha drive,P0S 1K0,wawa,on,"107 hiawatha drive p.o. box 1 rr#1, site 8",Wawa,3557076,35,..,..
6164,Midale Branch Library,..,library or archives,saskatchewan,..,..,..,S0C 1S0,midale,sk,midale civic centre,Midale,4702039,47,49.3947073,-103.4113919
6165,Middlesex County Library,..,library or archives,government of ontario,..,34,frank st,N6A 2P1,strathroy,on,34-b frank st.,Brantford,3529006,35,43.14190615,-80.29565199
6166,Middleville & District Museum,agriculture museum community/regional museum,museum,canadian museums association,6d,2130,concession rd,K0G 1K0,lanark,on,2130 concession rd 6d lanark ontario k0g 1k0 canada,Lanark Highlands,3509039,35,45.05370897,-76.50480221
6167,Midis Musique,music festivals and events,festival site,moncton,..,..,oak st,..,moncton,nb,oak st,Moncton,1307022,13,46.08836342,-64.77966007
6168,Midland,..,library or archives,government of ontario,..,..,..,L4R 3M6,midland,on,..,Midland,3543074,35,44.750147,-79.885712
6169,Midsummer Music Dream - Music School And Festival,festival / special event,festival site,province of québec,..,211,rue principale,G0M 1H0,lambton,qc,"211, rue principale",Lambton,2430095,24,45.837519,-71.089977
6170,Midway Public Library,midway public library,library or archives,government of british columbia,..,612,6th avenue,V0H 1M0,vancouver,bc,612 - 6th avenue,Midway,5905037,59,49.006655,-118.772044
6172,Miel Des Ruisseaux - Économusée De L'Apiculteur,museum / historic site,museum,province of québec,..,2924,route du-lac ouest,G8B 5V2,alma,qc,"2924, route du lac ouest",Alma,2493042,24,48.5321875,-71.7104161
6173,Mifo,arts,miscellaneous,ottawa,..,..,..,..,ottawa,on,..,Ottawa,3506008,35,45.46587694,-75.52329153
6174,Milden Branch Library,..,library or archives,saskatchewan,..,109,center st,S0L 2L0,milden,sk,109 center st,Milden,4712012,47,..,..
6175,Milden Community Museum,community/regional museum historic site-building or park,museum,canadian museums association,..,..,..,S0L 2L0,milden,sk,saskatchewan avenue and centre street milden saskatchewan s0l 2l0 canada,Milden,4712012,47,..,..
6176,Miles Canyon Historic Railway Society,transportation museum,museum,canadian museums association,..,1127,front street,Y1A 0G5,whitehorse,yt,1127 front street whitehorse yukon y1a 0g5 canada,Whitehorse,6001009,60,60.72105795,-135.0516172
6177,Milestone Branch Library,..,library or archives,saskatchewan,..,112,main street,S0G 3L0,milestone,sk,112 main street,Milestone,4702067,47,..,..
6179,Military Communications And Electronics Museum,museum,museum,kingston,..,95,craftsman blvd,..,kingston,on,95 craftsman blvd,Kingston,3510010,35,44.24222875,-76.43979624
6180,Milk River Municipal Library,..,library or archives,government of alberta,..,321,3 avenue ne,T0K 1M0,milk river,ab,321 - 3 avenue ne,Milk River,4802004,48,..,..
6181,Mill of Kintail Conservation Area,art gallery community/regional museum exhibition or cultural centre historic site-building or park science and technology museum sports museum/hall of fame,museum,canadian museums association,1,2854,concession road,K0A 1A0,almonte,on,2854 concession 8 regional road 1 almonte ontario k0a 1a0 canada,..,..,35,..,..
6182,Mill of the Jesuits,community/regional museum human history-archaelogy-anthropology or ethnology interpretation centre,museum,canadian museums association,..,7960,boulevard henri-bourassa,G1H 3G3,charlesbourg,qc,7960 boulevard henri-bourassa charlesbourg québec g1h 3g3 canada,..,..,24,46.8488632,-71.2412241
6183,Mill Street Library,..,library or archives,county of dufferin,..,1,mill st,..,orangeville,on,1 mill st,Orangeville,3522014,35,43.9193,-80.0958
6184,Mill Woods,..,library or archives,edmonton,..,2610,hewes way,T6L 0A9,edmonton,ab,2610 hewes way,Edmonton,4811061,48,53.4554447,-113.4343797
6185,Millarville Community Library,..,library or archives,government of alberta,..,130,millarville road,T0L 1K0,millarville,ab,130 millarville road,Foothills No. 31,4806001,48,50.7562193,-114.3250842
6186,Millennium Library,..,library or archives,winnipeg,..,251,donald st,..,winnipeg,mb,251 donald st,Winnipeg,4611040,46,49.89182379,-97.14187615
6188,Miller Museum of Geology And Mineralogy,museum,museum,kingston,..,36,union st,..,kingston,on,36 union st,Kingston,3510010,35,44.22737787,-76.4925614
6189,Millet Public Library,..,library or archives,government of alberta,..,5031,49 avenue,T0C 1Z0,millet,ab,5031 - 49 avenue,Ponoka,4808039,48,52.67564409,-113.5787698
6190,Millgrove Branch Library,..,library or archives,regional municipality of waterloo,..,857,millgrove road,..,waterloo,on,857 millgrove side road,Hamilton,3525005,35,43.33450182,-79.9575629
6191,Milliken Mills Community Centre And Library,community centre,library or archives,city of markham,..,7600,kennedy rd,..,markham,on,7600 kennedy rd,Markham,3519036,35,43.8391497,-79.3039796
6193,Milo Public Library,..,library or archives,government of alberta,..,116,centre street,T0L 1L0,milo,ab,116 centre street,Milo,4805009,48,..,..
6194,Milton,..,library or archives,government of ontario,..,1010,main street east,L9T 6H7,milton,on,1010 main street east,Milton,3524009,35,..,..
6195,Milton Blacksmith Shop Museum,community/regional museum interpretation centre,museum,canadian museums association,..,351,west st,B0T 1P0,liverpool,ns,351 west st liverpool nova scotia b0t 1p0 canada,Queens,1204010,12,44.0423541,-64.7335355
6197,Mimico Centennial Branch (Tpl) (Theatre),..,theatre/performance and concert hall,toronto,..,47,station rd,M8V 2R1,toronto,on,47 station rd,Toronto,3520005,35,43.61480162,-79.49374505
6198,Minden Hills Museum,art gallery exhibition or cultural centre historic site-building or park interpretation centre,museum,canadian museums association,174,176,bobcaygeon road,K0M 2K0,minden,on,174-176 bobcaygeon road minden ontario k0m 2k0 canada,Minden Hills,3546015,35,44.92946408,-78.72747373
6199,Mines Capelton,historic site-building or park industry/trade museum natural history or natural sciences museum,museum,canadian museums association,..,5800,chemin capelton,J0B 2C0,north-hatley,qc,5800 chemin capelton north hatley québec j0b 2c0 canada,North Hatley,2445050,24,45.2806096,-71.9690787
6200,Mini Train (Mhs),museum,museum,markham,..,9350,markham rd,..,markham,on,9350 markham rd,Markham,3519036,35,43.89231569,-79.26701687
6201,Miniota Municipal Museum Inc.,library and/or archives community/regional museum,museum,canadian museums association,..,110,stewart ave,R0M 1M0,miniota,mb,110 stewart ave miniota manitoba r0m 1m0 canada,..,..,46,..,..
6202,Minnedosa District Museum And Heritage Village Corp.,community/regional museum,museum,canadian museums association,..,100,heritage park,R0J 1E0,cres minnedosa,mb,100 heritage park cres. minnedosa manitoba r0j 1e0 canada,..,..,46,..,..
6203,Minnedosa Regional Library,..,library or archives,government of manitoba,..,45,first ave se,R0J 1E0,minnedosa,mb,45 first ave se,Minto-Odanah,4615074,46,50.125014,-99.751303
6204,Minto Hotel Sample Rooms,built heritage properties,heritage or historic site,moncton,..,196,robinson st,..,moncton,nb,196 robinson st,Moncton,1307022,13,46.0884936,-64.77982829
6205,Minto Museum And Information Centre,community/regional museum,museum,canadian museums association,..,187,main street,E4B 3N4,minto,nb,187 main street minto new brunswick e4b 3n4 canada,Minto,1304022,13,46.0725513,-66.0653812
6206,Minto Public Library,..,library or archives,government of new brunswick,2,420,pleasant drive,E4B 2T3,minto,nb,"420 pleasant drive, unit 2 minto, n.b. e4b 2t3",Minto,1304022,13,..,..
6207,Mira Godard Gallery,..,gallery,toronto,..,22,hazelton ave,M5R 2E2,toronto,on,22 hazelton ave,Toronto,3520005,35,43.67152102,-79.39362051
6208,Miracle Beach Provincial Park,historic site-building or park park,heritage or historic site,canadian museums association,..,..,..,V9J 1K1,courtenay,bc,miracle beach drive 22 km north of courtenay and 22 km south of campbell river off hwy 19a miracle beach provincial british columbia v9j 1k1 canada,Courtenay,5926010,59,..,..
6209,Miramichi History Museum,historic site-building or park natural history or natural sciences museum,museum,canadian museums association,..,182,wellington street,E1N 1M2,miramichi,nb,182 wellington street miramichi city new brunswick e1n 1m2 canada,Miramichi,1309050,13,47.0335869,-65.4610836
6210,Mirror And District Museum,community/regional museum,museum,canadian museums association,..,4910,53 street,T0B 3C0,mirror,ab,4910 -53 street mirror alberta t0b 3c0 canada,Lacombe County,4808022,48,52.46342,-113.117876
6211,Miss Margaret Robins Archives of Women's College Hospital,library and/or archives,library or archives,canadian museums association,..,76,grenville st,M5S 1B2,toronto,on,76 grenville st toronto ontario m5s 1b2 canada,Toronto,3520005,35,43.661734,-79.3875418
6212,Mission,okanagan regional library district,library or archives,government of british columbia,..,4105,gordon dr,V1W 4Z1,salmon arm,bc,4105 gordon dr.,Kelowna,5935010,59,49.83498,-119.482978
6213,Mission District Historical Society,historical society,heritage or historic site,canadian museums association,..,33215,second ave,V2V 4L1,mission,bc,33215 second ave mission british columbia v2v 4l1 canada,Mission,5909056,59,49.140803,-122.3119684
6214,Mission House Museum & Gallery,community/regional museum exhibition or cultural centre historic site-building or park historical society,museum,canadian museums association,..,1050,mill street,K0J 1L0,combermere,on,1050 mill street combermere ontario k0j 1l0 canada,Madawaska Valley,3547030,35,45.3652155,-77.617235
6215,Mission Library,fraser valley regional library,library or archives,government of british columbia,..,33247,2nd avenue,V2V 1J7,nelson,bc,33247 - 2nd avenue,Mission,5909056,59,49.135283,-122.303564
6216,Mission Museum,library and/or archives community/regional museum,museum,canadian museums association,..,33201,second ave,V2V 1J9,mission,bc,33201 second ave mission british columbia v2v 1j9 canada,Mission,5909056,59,49.1354712,-122.3047067
6219,Missisquoi Museum,..,museum,province of québec,..,2,rue river east,J0J 2H0,stanbridge east,qc,"2, rue river",Stanbridge East,2446045,24,45.121617,-72.915688
