lat,lon,facility_type,type,name,city,id
49.17265002,-122.873772,education,Public School,Senator Reid Elementary,Surrey,5915004
49.17265002,-122.873772,education,StrongStart BC,Senator Reid StrongStart Centre,Surrey,5915004
49.17328264,-122.7754763,education,Public School,Serpentine Heights Elementary,Surrey,5915004
49.31810546,-122.9511985,education,Public School,Seycove Secondary Community,North Vancouver,5915046
49.31813748,-123.0007693,education,Public School,Seymour Heights Elementary,North Vancouver,5915046
49.31813748,-123.0007693,education,StrongStart BC,Seymour Heights StrongStart Centre,North Vancouver,5915046
49.24844916,-123.1446179,education,Public School,Shaughnessy Elementary,Vancouver,5915022
49.30831313,-122.9592011,education,Public School,Sherwood Park Elementary,North Vancouver,5915046
49.05308246,-122.4662601,education,Public School,Shortreed Community School,Langley,5915001
49.15759742,-122.8654821,education,Independent School,Sikh Academy,Surrey,5915004
49.17311915,-122.834498,education,Public School,Simon Cunningham Elementary,Surrey,5915004
49.25756251,-123.1083604,education,Public School,Simon Fraser Elementary,Vancouver,5915022
49.08952253,-122.66488,education,Public School,Simonds Elementary,Langley,5915002
49.08952253,-122.66488,education,StrongStart BC,Simonds StrongStart Centre,Langley,5915002
49.22134146,-123.054912,education,Public School,Sir Charles Kingsford-Smith,Vancouver,5915022
49.24931648,-123.0941686,education,Public School,Sir Charles Tupper Secondary,Vancouver,5915022
49.23467359,-123.0370016,education,Public School,Sir Guy Carleton Community Elementary,Vancouver,5915022
49.21501002,-123.0739979,education,Public School,Sir James Douglas Annex,Vancouver,5915022
49.21653251,-123.0631108,education,Public School,Sir James Douglas Elementary,Vancouver,5915022
49.21653251,-123.0631108,education,StrongStart BC,Sir James Douglas StrongStart Centre,Vancouver,5915022
49.27181904,-123.0388579,education,Public School,Sir Matthew Begbie Elementary,Vancouver,5915022
49.24187561,-123.0859885,education,Public School,Sir Richard McBride Annex,Vancouver,5915022
49.2264834,-123.07653068122254,education,Public School,Sir Sandford Fleming Elementary,Vancouver,5915022
49.24225648,-123.0353489,education,Public School,Sir Wilfred Grenfell Community,Vancouver,5915022
49.24225648,-123.0353489,education,StrongStart BC,Sir Wilfred Grenfell StrongStart Centre,Vancouver,5915022
49.21821832,-123.1260481,education,Public School,Sir Wilfrid Laurier Elementary,Vancouver,5915022
49.23101803,-123.133338,education,Public School,Sir William Osler Elementary,Vancouver,5915022
49.23179,-123.1057421,education,Public School,Sir Wm Van Horne Elementary,Vancouver,5915022
49.2975627,-122.75042599547768,education,Public School,Smiling Creek Elementary,Coquitlam,5915034
49.01615875,-123.0768581,education,Public School,South Delta Secondary,Delta,5915011
49.02609252,-122.77263,education,Public School,South Meridian Elementary,Surrey,5915004
49.0160433,-123.0722621689701,education,Public School,South Park Elementary,Delta,5915011
49.04363425,-122.7910203,education,Public School,South Surrey/White Rock Learning Centre,Surrey,5915004
49.23753999,-123.1969121,education,Public School,Southlands Elementary,Vancouver,5915022
49.037155150000004,-123.06801376075774,education,Independent School,Southpointe Academy,Delta,5915011
49.05007001,-122.7791681,education,Independent School,Southridge School,Surrey,5915004
49.17073002,-123.184412,education,Public School,Spul'u'kwuks Elementary,Richmond,5915015
49.22749247,-123.0958405,education,Independent School,St Andrew's,Vancouver,5915022
49.20466319,-123.1368293,education,Independent School,St Anthony of Padua,Vancouver,5915022
49.12218254,-122.8584401,education,Independent School,St Bernadette,Surrey,5915004
49.06014245,-122.66253,education,Independent School,St Catherines School,Langley,5915001
49.31822314,-123.0811528,education,Independent School,St Edmund's,North Vancouver,5915051
49.2202125,-122.96691,education,Independent School,St Francis de Sales,Burnaby,5915025
49.2768789,-123.065598,education,Independent School,St Francis of Assisi,Vancouver,5915022
49.26678252,-123.0944902,education,Independent School,St Francis Xavier,Vancouver,5915022
49.28377251,-123.0189404,education,Independent School,St Helen's,Burnaby,5915025
49.02330307,-122.7996484,education,Independent School,St John Paul II Academy,White Rock,5915007
49.26319754,-123.1124795,education,Independent School,St John's Academy,Vancouver,5915022
49.26290752,-123.1561797,education,Independent School,St John's School,Vancouver,5915022
49.2559013,-123.0708721,education,Independent School,St Joseph's,Vancouver,5915022
49.25635749,-123.04262,education,Independent School,St Jude's,Vancouver,5915022
49.23717345,-123.0329721,education,Independent School,St Mary's,Vancouver,5915022
49.16279751,-122.7769205,education,Independent School,St Matthew's Elementary,Surrey,5915004
49.31748071,-122.9689278,education,Independent School,St Pius X Elementary School,North Vancouver,5915046
49.23459249,-123.1568906,education,Independent School,St Regis Secondary School,Vancouver,5915022
49.31992253,-123.0860903,education,Independent School,St Thomas Aquinas,North Vancouver,5915051
49.21547408,-122.938516,education,Independent School,St Thomas More Collegiate,Burnaby,5915025
49.04562253,-122.80597,education,Independent School,Star of the Sea,Surrey,5915004
49.2570247,-123.0694688782749,education,Independent School,Stratford Hall,Vancouver,5915022
49.14166761,-122.8790518,education,Public School,Strawberry Hill Elementary,Surrey,5915004
49.14166761,-122.8790518,education,StrongStart BC,Strawberry Hill StrongStart Centre,Surrey,5915004
49.21163387,-122.9546669,education,Public School,Stride Avenue Community Elementary,Burnaby,5915025
49.21163387,-122.9546669,education,StrongStart BC,Stride Avenue Community Strongstart Cntr,Burnaby,5915025
49.1128303,-122.8008881,education,Public School,Sullivan Elementary,Surrey,5915004
49.11594866,-122.823258,education,Public School,Sullivan Heights Secondary,Surrey,5915004
49.29597279,-122.8075243,education,Public School,Summit Middle School,Coquitlam,5915034
49.21481753,-123.0180309,education,Public School,Suncrest Elementary,Burnaby,5915025
49.11123254,-122.7043803,education,Public School,Sunrise Ridge Elementary,Surrey,5915004
49.124877299999994,-122.91054093170828,education,Public School,Sunshine Hills Elementary,Delta,5915011
49.17012748,-122.83238,education,Public School,Surrey Academy of Innovative Learning,Surrey,5915004
49.10994487,-122.7592931,education,Public School,Surrey Centre Elementary,Surrey,5915004
49.16487999,-122.773168,education,Independent School,Surrey Christian,Surrey,5915004
49.13828924,-122.848412,education,Independent School,Surrey Muslim School,Surrey,5915004
49.20764752,-122.8382598,education,Public School,Surrey Traditional,Surrey,5915004
49.13151,-122.8123119,education,Public School,T E Scott Elementary,Surrey,5915004
49.25106251,-122.9874698,education,Public School,Take a Hike Secondary Program,Burnaby,5915025
49.12283247,-122.87242,education,Public School,Tamanawis Secondary,Surrey,5915004
49.2075209,-122.9595947082403,education,Public School,Taylor Park Elementary,Burnaby,5915025
49.23685749,-123.0736193,education,Public School,Tecumseh Annex,Vancouver,5915022
49.2326025,-123.0677501,education,Public School,Tecumseh Elementary,Vancouver,5915022
49.27828165,-123.0598321,education,Public School,Templeton Secondary,Vancouver,5915022
49.10328755,-122.67499,education,Independent School,The Global School,Langley,5915002
49.27774483,-123.1137429,education,Independent School,The Westside School,Vancouver,5915022
49.2130725,-122.5822205,education,Public School,Thomas Haney Centre,Maple Ridge,5915075
49.13562865,-123.10381405,education,Public School,Thomas Kidd Elementary,Richmond,5915015
49.28670253,-123.05541,education,StrongStart BC,Tillicum Annex StrongStart Centre,Vancouver,5915022
49.28670253,-123.05541,education,Public School,Tillicum Community Annex,Vancouver,5915022
49.12355247,-123.16851,education,Public School,Tomekichi Homma Elementary,Richmond,5915015
49.18322395,-123.11583185728209,education,Public School,Tomsett Elementary,Richmond,5915015
49.16788746,-122.62569,education,Public School,Topham Elementary,Langley,5915001
49.10665984,-122.7350119,education,Independent School,Traditional Learning Academy Online,Surrey,5915004
49.21738419,-122.9350054,education,Public School,Twelfth Avenue Elementary,Burnaby,5915025
49.21738419,-122.9350054,education,StrongStart BC,Twelfth Avenue StrongStart Centre,Burnaby,5915025
49.25340999,-123.0729821,education,Public School,Tyee Elementary,Vancouver,5915022
49.08952253,-122.66488,education,Public School,U-Connect,Langley,5915002
49.27829251,-122.9087775,education,Public School,University Highlands Elementary,Burnaby,5915025
49.35075745,-123.0302895,education,Public School,Upper Lynn Elementary,North Vancouver,5915046
49.23127803,-122.886288,education,Independent School,Urban Academy Junior,New Westminster,5915029
49.23127803,-122.886288,education,Independent School,Urban Academy Senior,New Westminster,5915029
49.26360251,-123.1402405,education,Public School,Vancouver Alternate,Vancouver,5915022
49.23659941,-123.137058,education,Independent School,Vancouver College,Vancouver,5915022
49.23375057,-123.045962,education,Independent School,Vancouver Formosa Academy,Vancouver,5915022
49.21501748,-123.1414089,education,Independent School,Vancouver Hebrew Academy,Vancouver,5915022
49.23292256,-123.0926404,education,Public School,Vancouver Learning Network,Vancouver,5915022
49.20758001,-123.145098,education,Independent School,Vancouver Montessori School,Vancouver,5915022
49.24813253,-123.1268003,education,Independent School,Vancouver Talmud Torah Elementary,Vancouver,5915022
49.33373846,-123.0461022,education,Independent School,Vancouver Waldorf School,North Vancouver,5915046
49.07103985,-122.5480519,education,Public School,Vanguard,Langley,5915001
49.17337002,-123.0718219,education,Public School,Virtuelle,Richmond,5915015
49.22969901,-123.090628,education,Public School,VSB Adult Education,Vancouver,5915022
49.15463253,-123.14437,education,Public School,W D Ferris Elementary,Richmond,5915015
49.13119258,-122.8546509,education,Public School,W E Kinvig Elementary,Surrey,5915004
49.13119258,-122.8546509,education,StrongStart BC,W E Kinvig StrongStart Centre,Surrey,5915004
49.16522742,-122.6402926,education,Public School,Walnut Grove Secondary,Langley,5915001
49.15183251,-122.7736197,education,Public School,Walnut Road Elementary,Surrey,5915004
49.2164025,-123.0842704,education,Public School,Walter Moberly Elementary,Vancouver,5915022
49.2164025,-123.0842704,education,StrongStart BC,Walter Moberly StrongStart Centre,Vancouver,5915022
49.28987252,-122.7970506,education,Public School,Walton Elementary,Coquitlam,5915034
49.22768107,-123.054732,education,Public School,Waverley Elementary,Vancouver,5915022
49.22768107,-123.054732,education,StrongStart BC,Waverley StrongStart Centre,Vancouver,5915022
49.17012748,-122.83238,education,Public School,Waypoint Substance Abuse House,Surrey,5915004
49.22045247,-122.51292,education,Public School,Webster's Corners Elementary,Maple Ridge,5915075
49.34405734,-123.2033014,education,Public School,West Bay Elementary,West Vancouver,5915055
49.284979,-123.0441121,education,Independent School,West Coast Christian School,Vancouver,5915022
49.340186700000004,-123.13648673615563,education,Public School,Westcot Elementary,West Vancouver,5915055
49.14165521,-122.8845187,education,Public School,Westerman Elementary,Surrey,5915004
49.14165521,-122.8845187,education,StrongStart BC,Westerman StrongStart Centre,Surrey,5915004
49.2790895,-122.9623279,education,Public School,Westridge Elementary,Burnaby,5915025
49.25498822,-123.1151079,education,Independent School,Westside Montessori Elementary School,Vancouver,5915022
49.24856093,-123.1276421,education,Independent School,Westside Montessori School,Vancouver,5915022
49.32374275,-123.08964857043307,education,Public School,Westview Elementary,North Vancouver,5915051
49.32388,-123.0911479,education,StrongStart BC,Westview StrongStart Centre,North Vancouver,5915051
49.04339998,-122.8012919,education,Independent School,White Rock Christian Academy,Surrey,5915004
49.02480904,-122.7985119,education,Public School,White Rock Elementary,White Rock,5915007
49.20560749,-122.4606,education,Public School,Whonnock Elementary,Maple Ridge,5915075
49.25358924,-123.0234679,education,Independent School,Whytecliff Agile Learning Centre-Burnaby,Burnaby,5915025
49.1060645,-122.6528907,education,Independent School,Whytecliff Agile Learning Centre-Langley,Langley,5915002
49.13723786,-123.1335451,education,Public School,William Bridge Elementary,Richmond,5915015
49.18331251,-122.7913202,education,Public School,William F. Davidson Elementary,Surrey,5915004
49.11279855,-122.73864251261509,education,Independent School,William of Orange Christian,Surrey,5915004
49.1481925,-122.76624,education,Public School,William Watson Elementary,Surrey,5915004
49.14803253,-122.6467803,education,Public School,Willoughby Elementary,Langley,5915001
49.14803253,-122.6467803,education,StrongStart BC,Willoughby StrongStart Centre,Langley,5915001
49.2219825,-122.9737601,education,Public School,Windsor Elementary,Burnaby,5915025
49.31478689,-122.9972911,education,Public School,Windsor Secondary,North Vancouver,5915046
49.04528746,-122.5637398,education,Public School,Wix-Brown Elementary,Langley,5915001
49.16714227,-122.7845319,education,Public School,Woodland Park Elementary,Surrey,5915004
49.11338933,-122.8287881,education,Public School,Woodward Hill Elementary,Surrey,5915004
49.2811525,-123.06431,education,Public School,Xpey' Elementary,Vancouver,5915022
49.2811525,-123.06431,education,StrongStart BC,Xpey' StrongStart Centre,Vancouver,5915022
49.2347875,-122.5765991,education,Public School,Yennadon Elementary,Maple Ridge,5915075
49.24886775,-123.1414481,education,Independent School,York House School,Vancouver,5915022
49.15547248,-122.6495504,education,Public School,Yorkson Creek Middle School,Langley,5915001
49.204134121166504,-122.913655854255580,education,Junior College,Douglas College - All campus's,New Westminster,5915029
49.225725044902916,-123.108480194160080,education,Junior College,Langara College,Vancouver,5915022
49.105914774646088,-122.652939625982754,education,Private Institution,Academy of Learning - Langley,Langley,5915002
49.133617546937295,-122.840579991620302,education,Private Institution,Academy of Learning - Surrey,Surrey,5915004
49.182229986964842,-123.136781949147974,education,Private Institution,Academy of Learning-Richmond,Richmond,5915015
49.284865301700769,-123.119476420394804,education,Private Institution,Acsenda School of Management,Vancouver,5915022
49.283778603057790,-123.114099022104725,education,Private Institution,Adler University,Vancouver,5915022
49.229367716937887,-123.002018274259001,education,Private Institution,Alexander College,Burnaby,5915025
49.263232866890405,-122.780793385012501,education,Private Institution,All Body Laser Corp. Training Institute,Port Coquitlam,5915039
49.283916593312284,-123.111540341395241,education,Private Institution,Arbutus College,Vancouver,5915022
49.287704755220389,-123.123976748028824,education,Private Institution,Ashton College - Vancouver,Vancouver,5915022
49.163182489184216,-122.885830785560358,education,Private Institution,Automotive Training Centre,Surrey,5915004
49.135598148748102,-122.842821899262717,education,Private Institution,BC College of Optics,Surrey,5915004
49.261232483787950,-123.116290039902680,education,Private Institution,Blanche Macdonald Centre - City Square,Vancouver,5915022
49.279707567502498,-123.117378930441376,education,Private Institution,Blanche Macdonald Centre - Robson,Vancouver,5915022
49.060765816392696,-122.812410007609316,education,Private Institution,Body Bar Laser Academy,Surrey,5915004
49.204365796970421,-122.905774518337978,education,Private Institution,Boucher Institute of Naturopathic Medicine,New Westminster,5915029
49.285144041890803,-123.114673757513387,education,Private Institution,BrainStation,Vancouver,5915022
49.229806860021625,-123.003827424589588,education,Private Institution,Brighton College - Burnaby,Burnaby,5915025
49.180912100328555,-122.845711979477599,education,Private Institution,Brighton College - Surrey,Surrey,5915004
49.226096886781164,-122.992221360556812,education,Private Institution,CDI College of Business- Technology & Healthcare - Burnaby,Burnaby,5915025
49.182229986964842,-123.136781949147974,education,Private Institution,CDI College of Business- Technology & Healthcare - Richmond,Richmond,5915015
49.104402507238248,-122.808960183900297,education,Private Institution,CDI College of Business- Technology & Healthcare - South Surrey,Surrey,5915004
49.204782042282062,-122.878691918625876,education,Private Institution,CDI College of Business- Technology & Healthcare - Surrey,Surrey,5915004
49.284805161545464,-123.116666974088560,education,Private Institution,CDI College of Business- Technology & Healthcare - Vancouver,Vancouver,5915022
49.201985803106439,-122.912602160797590,education,Private Institution,CG Masters School of 3D Animation & VFX,New Westminster,5915029
49.170481282831389,-123.136418006911967,education,Private Institution,Cambria College - Richmond,Richmond,5915015
49.190959990579159,-122.841847922113615,education,Private Institution,Cambria College - Surrey,Surrey,5915004
49.284805161545464,-123.116666974088560,education,Private Institution,Cambria College - Vancouver,Vancouver,5915022
49.227301886786925,-122.996305967864544,education,Private Institution,Cambridge College,Burnaby,5915025
49.281944711358193,-123.124693484569192,education,Private Institution,Canada College Vancouver,Vancouver,5915022
49.222454288726368,-122.714365233468357,education,Private Institution,Canadian Aviation College,Pitt Meadows,5915070
49.284534593710923,-123.122695825585481,education,Private Institution,Canadian College,Vancouver,5915022
49.312392069056123,-123.078025286594226,education,Private Institution,Canadian College of Shiatsu Therapy,North Vancouver,5915051
49.182777492880348,-123.079019236880697,education,Private Institution,Canadian Film and Television Institute,Richmond,5915015
49.214546763975520,-122.700785190515859,education,Private Institution,Canadian Flight Centre,Pitt Meadows,5915070
49.257665931592307,-123.093054651621259,education,Private Institution,Canadian Health Care Academy - Vancouver,Vancouver,5915022
49.279072526506539,-122.791721375096486,education,Private Institution,Canadian National Institute of Business,Coquitlam,5915034
49.190753192142672,-122.845212622205494,education,Private Institution,Canadian Tourism College - Surrey,Surrey,5915004
49.286544741730530,-123.122196264156216,education,Private Institution,Canadian Tourism College - Vancouver,Vancouver,5915022
49.181842737647749,-123.133412628228641,education,Private Institution,Capital College,Richmond,5915015
49.202358647982365,-122.913028804534889,education,Private Institution,Central College,New Westminster,5915029
49.185370015532413,-122.845297997279658,education,Private Institution,Centre of Arts and Technology - Surrey,Surrey,5915004
49.212584001576765,-122.921396206562065,education,Private Institution,Codecore - New Westminster,New Westminster,5915029
49.284024722540686,-123.125623456726501,education,Private Institution,Collège Éducacentre,Vancouver,5915022
49.271832657638789,-123.094964801843759,education,Private Institution,Columbia College,Vancouver,5915022
49.165853382631127,-122.662343263003194,education,Private Institution,Columbia Paramedic Academy - Langley,Langley,5915001
49.251272519701573,-122.890039758239880,education,Private Institution,Coquitlam College - Coquitlam,Coquitlam,5915034
49.180912100328555,-122.845711979477599,education,Private Institution,Coquitlam College - Surrey,Surrey,5915004
49.271988840810636,-123.249060199710925,education,Private Institution,Corpus Christi College,Greater Vancouver A,5915020
49.227676917439254,-122.997111195231312,education,Private Institution,Create Career College - Burnaby,Burnaby,5915025
49.218927467809536,-122.608119725532887,education,Private Institution,Discovery Community College - Maple Ridge,Maple Ridge,5915075
49.185140016109273,-122.845297913460612,education,Private Institution,Discovery Community College - Surrey,Surrey,5915004
49.200195925869146,-122.985204031218430,education,Private Institution,Dominion Herbal College,Burnaby,5915025
49.195420001258810,-122.845187942890760,education,Private Institution,Drake Medox College - Surrey,Surrey,5915004
49.262317521154138,-123.116269252782814,education,Private Institution,Drake Medox College - Vancouver,Vancouver,5915022
49.239464178327296,-122.760190080273873,education,Private Institution,Electrical Joint Training Committee,Port Coquitlam,5915039
49.272152762521209,-123.095814559187630,education,Private Institution,Eton College,Vancouver,5915022
49.277666867280040,-123.115609371991496,education,Private Institution,Fairleigh Dickinson University - Vancouver,Vancouver,5915022
49.191647516187125,-122.843729575557518,education,Private Institution,Focus College - Surrey,Surrey,5915004
49.272152762521209,-123.095814559187630,education,Private Institution,Gateway College,Vancouver,5915022
49.282754528933530,-123.115185891797424,education,Private Institution,Granville College,Vancouver,5915022
49.105732841000751,-122.661356126266256,education,Private Institution,Hair Art Academy,Langley,5915002
49.099179994826756,-122.624611958221010,education,Private Institution,Heli College Canada Training Inc.,Langley,5915001
49.151309984340941,-122.867957969600170,education,Private Institution,Heritage Community College,Surrey,5915004
49.200362725742274,-122.911814517766118,education,Private Institution,Hilltop Academy - New Westminster,New Westminster,5915029
49.263707492157685,-123.143139287430387,education,Private Institution,Infofit Educators,Vancouver,5915022
49.284863369918668,-123.114664889923048,education,Private Institution,Institute of Technology Development Canada,Vancouver,5915022
49.284052466640276,-123.108847664254171,education,Private Institution,JCI Institute,Vancouver,5915022
49.260337343828773,-123.044347206419374,education,Private Institution,LaSalle College Vancouver- Renfrew,Vancouver,5915022
49.100601020781596,-122.624601899937133,education,Private Institution,Langley Flying School Inc.,Langley,5915001
49.280795133337875,-123.115412706097146,education,Private Institution,Lighthouse Labs - Vancouver,Vancouver,5915022
49.281991218777272,-123.107640809765670,education,Private Institution,London School of Hairdressing & Aesthetics,Vancouver,5915022
49.254054473365713,-123.067660919887714,education,Private Institution,Lost Boys Studios - School of Visual Effects,Vancouver,5915022
49.267116326911463,-123.077355213038203,education,Private Institution,Madlab School of Fitness,Vancouver,5915022
49.106586205258246,-122.660147251671120,education,Private Institution,Mark Anthony Academy of Cosmetology,Langley,5915002
49.106314125985911,-122.650194281083714,education,Private Institution,Medical Reception College - Langley,Langley,5915002
49.280925220475083,-123.119073418490103,education,Private Institution,Medical Reception College - Vancouver,Vancouver,5915022
49.284805161545464,-123.116666974088560,education,Private Institution,Metropolitan Community College,Vancouver,5915022
49.207521625425436,-123.117261921576002,education,Private Institution,Montessori Training Centre of British Columbia,Vancouver,5915022
49.266447452486759,-123.099500249651953,education,Private Institution,Native Education College,Vancouver,5915022
49.279355499557894,-123.122935799473467,education,Private Institution,New Image College,Vancouver,5915022
49.282562537867584,-123.118151008444926,education,Private Institution,New York Institute of Technology - Vancouver,Vancouver,5915022
49.268026016311751,-123.099806440574923,education,Private Institution,Nimbus School of Recording & Media,Vancouver,5915022
49.285145382995374,-123.112186260108061,education,Private Institution,Northeastern University - Vancouver,Vancouver,5915022
49.260691767214183,-123.101091973065081,education,Private Institution,Northwest Culinary Academy of Vancouver,Vancouver,5915022
49.254237450312061,-123.020669707572395,education,Private Institution,Ocean Quest Watersports Ltd,Burnaby,5915025
49.183612539984054,-123.125249791483043,education,Private Institution,Omni College,Richmond,5915015
49.283257485033637,-123.101909376262640,education,Private Institution,On The Mic Training,Vancouver,5915022
49.285755250270434,-123.141046661483742,education,Private Institution,Orca Institute,Vancouver,5915022
49.148152563324231,-122.869812549496913,education,Private Institution,Oscar International College,Surrey,5915004
49.226459236455355,-122.991652061693273,education,Private Institution,PCU College of Holistic Medicine,Burnaby,5915025
49.106175984005496,-122.662906655223892,education,Private Institution,Pacific Coast Community College,Langley,5915002
49.269525664518433,-123.138204861030957,education,Private Institution,Pacific Institute of Culinary Arts,Vancouver,5915022
49.123532524855356,-122.806310329030424,education,Private Institution,Pacific Life Bible College,Surrey,5915004
49.226141642394033,-122.992725177363411,education,Private Institution,Pacific Link College - Burnaby,Burnaby,5915025
49.185769958042414,-122.800787995942258,education,Private Institution,Pacific Link College - Surrey,Surrey,5915004
49.272207328710863,-123.095805422913173,education,Private Institution,Q College - Vancouver,Vancouver,5915022
49.022676827398143,-122.470777176342196,education,Private Institution,Rayway Operator Training School Ltd.,Langley,5915001
49.266461999531977,-123.244143417832504,education,Private Institution,Regent College,Greater Vancouver A,5915020
49.278565253726512,-123.126106757263770,education,Private Institution,Rhodes Wellness College,Vancouver,5915022
49.246303978956455,-122.892698414108054,education,Private Institution,Royal Metro College,Burnaby,5915025
49.314679374016734,-123.099808997318007,education,Private Institution,SAE Institute,North Vancouver,5915051
49.170172535427852,-123.143239367354312,education,Private Institution,Senniyo Aesthetics International School,Richmond,5915015
49.272152762521209,-123.095814559187630,education,Private Institution,Sprott Shaw College - East Vancouver,Vancouver,5915022
49.219047412843985,-122.656246350452392,education,Private Institution,Sprott Shaw College - Maple Ridge,Maple Ridge,5915075
49.205035469124525,-122.910199157386273,education,Private Institution,Sprott Shaw College - New Westminster,New Westminster,5915029
49.184592514194144,-123.137970262887777,education,Private Institution,Sprott Shaw College - Richmond,Richmond,5915015
49.285315535629785,-123.115794417967919,education,Private Institution,Sprott Shaw College - Vancouver Pender,Vancouver,5915022
49.283551614708600,-123.114714734672006,education,Private Institution,Sprott Shaw College - Vancouver Seymour,Vancouver,5915022
49.255426498678048,-122.997982614404648,education,Private Institution,Sprott Shaw College School of Trade,Burnaby,5915025
49.271988840810636,-123.249060199710925,education,Private Institution,St. Mark's College,Greater Vancouver A,5915020
49.188032988080749,-122.848677915916170,education,Private Institution,Stenberg College - Surrey,Surrey,5915004
49.286544741730530,-123.122196264156216,education,Private Institution,Sterling College,Vancouver,5915022
49.190753192142672,-122.845212622205494,education,Private Institution,Sterling College - Surrey,Surrey,5915004
49.263198596807754,-123.118541628666122,education,Private Institution,Story Institute,Vancouver,5915022
49.285913286466879,-123.116901412941161,education,Private Institution,Tamwood Careers,Vancouver,5915022
49.270597983795703,-123.147560514073120,education,Private Institution,The Cut Fashion Design Academy,Vancouver,5915022
49.311071543640836,-123.079757346295139,education,Private Institution,Think Tank Training Centre,North Vancouver,5915051
49.140361976184181,-122.607502101142472,education,Private Institution,Trinity Western University,Langley,5915001
49.263125033706046,-123.139432726027124,education,Private Institution,Tzu Chi International College of Traditional Chinese Medicine,Vancouver,5915022
49.163045698076587,-122.975556132070238,education,Private Institution,UA Piping Industry College of BC- Delta,Delta,5915011
49.172089469958308,-123.133907195823269,education,Private Institution,Universal Learning Institute - Richmond,Richmond,5915015
49.272152762521209,-123.095814559187630,education,Private Institution,Universal Learning Institute - Vancouver,Vancouver,5915022
49.284294997008637,-123.114337559377063,education,Private Institution,University Canada West - Vancouver,Vancouver,5915022
49.279634491205023,-123.126865822415311,education,Private Institution,Vancouver Academy of Dramatic Arts,Vancouver,5915022
49.268222530031608,-123.102310031234438,education,Private Institution,Vancouver Acting School,Vancouver,5915022
49.200195925869146,-122.985204031218430,education,Private Institution,Vancouver Animation School,Burnaby,5915025
49.184119980402357,-123.126977888460559,education,Private Institution,Vancouver Beijing College of Chinese Medicine,Richmond,5915015
49.226096886781164,-122.992221360556812,education,Private Institution,Vancouver Career College - Burnaby,Burnaby,5915025
49.281460069716665,-122.793268003870537,education,Private Institution,Vancouver Career College - Coquitlam,Coquitlam,5915034
49.198947525210222,-122.850269220234026,education,Private Institution,Vancouver Career College - Surrey,Surrey,5915004
49.284805161545464,-123.116666974088560,education,Private Institution,Vancouver Career College - Vancouver,Vancouver,5915022
49.272207328710863,-123.095805422913173,education,Private Institution,Vancouver College of Counsellor Training,Vancouver,5915022
49.207425862181751,-122.930994491526491,education,Private Institution,Vancouver College of Dental Hygiene,New Westminster,5915029
49.287192998121967,-123.119387907497355,education,Private Institution,Vancouver College of Massage Therapy (VCMT),Vancouver,5915022
49.282363345512294,-123.109280002820029,education,Private Institution,Vancouver Film School,Vancouver,5915022
49.053257558985280,-122.801058228500651,education,Private Institution,Vancouver Hairdressing Academy - Surrey,Surrey,5915004
49.263148559363501,-123.115763507439183,education,Private Institution,Vancouver Hairdressing Academy - Vancouver,Vancouver,5915022
49.282744470649725,-123.115155884584070,education,Private Institution,Vancouver Institute of Media Arts (VANARTS),Vancouver,5915022
49.263057517475964,-123.134729388698332,education,Private Institution,Vancouver Premier College of Hotel Management,Vancouver,5915022
49.278565253726512,-123.126106757263770,education,Private Institution,Vancouver School of Healing Arts,Vancouver,5915022
49.270215624508836,-123.249945550352706,education,Private Institution,Vancouver School of Theology,Greater Vancouver A,5915020
49.284294997008637,-123.114337559377063,education,Private Institution,Visual College of Art and Design (VCAD),Vancouver,5915022
49.178096451413865,-122.867918323198225,education,Private Institution,West Coast College of Health Care,Surrey,5915004
49.202926079371487,-122.908453458411898,education,Private Institution,West Coast College of Massage Therapy - Vancouver,New Westminster,5915029
49.154420005695158,-122.890328011890034,education,Private Institution,Western Community College,Delta,5915011
49.189100004354998,-122.847637973189137,education,Private Institution,Westminster College,Surrey,5915004
49.231764238221345,-123.009231980792748,education,Private Institution,Winston College,Burnaby,5915025
49.205035469124525,-122.910199157386273,education,Private Institution,Yorkville University - Vancouver,New Westminster,5915029
49.251780871813082,-123.004154534976081,education,Technical and Vocational,British Columbia Institute of Technology,Burnaby,5915025
49.221734525273561,-122.911101133986662,education,Technical and Vocational,Justice Institute of British Columbia,New Westminster,5915029
49.281804524027542,-123.110485991049032,education,Technical and Vocational,Vancouver Community College,Vancouver,5915022
49.317375747971369,-123.021087703949703,education,University,Capilano University,North Vancouver,5915046
49.267875534797398,-123.091843073948212,education,University,Emily Carr University of Art + Design,Vancouver,5915022
49.133832500844129,-122.871320034783025,education,University,Kwantlen Polytechnic University,Surrey,5915004
49.276709600000004,-122.91780296438841,education,University,Simon Fraser University,Burnaby,5915025
49.177418,-122.864118,health,Nursing and residential care facilities,Kimbelee Place,Surrey,5915004.0
49.2483529,-123.0870448,health,Nursing and residential care facilities,King Edward House,Vancouver,5915022.0
49.157599,-122.767254,health,Nursing and residential care facilities,Kings House,Surrey,5915004.0
49.1777346,-122.8417995,health,Nursing and residential care facilities,Kinsmen Lodge,Surrey,5915004.0
49.0214852,-123.073648,health,Nursing and residential care facilities,Kinvillage,Delta,5915011.0
49.2232118,-122.9150878,health,Nursing and residential care facilities,Kiwanis Care Centre,New Westminster,5915029.0
